Word,Negative,Positive
dissatisfying,1,0
distort,1,0
distorted,1,0
distorting,1,0
distorts,1,0
distract,1,0
distractable,1,0
distracted,1,0
distractedly,1,0
distractibility,1,0
distractible,1,0
distracting,1,0
distractingly,1,0
distraction,1,0
distractions,1,0
distractive,1,0
distracts,1,0
distraught,1,0
distress,1,0
distressed,1,0
distresses,1,0
distressful,1,0
distressfully,1,0
distressfulness,1,0
distressing,1,0
distressingly,1,0
distrust,1,0
distrusted,1,0
distrustful,1,0
distrustfully,1,0
distrustfulness,1,0
distrusting,1,0
distrusts,1,0
disturb,1,0
disturbance,1,0
disturbances,1,0
disturbed,1,0
disturber,1,0
disturbers,1,0
disturbing,1,0
disturbingly,1,0
disturbs,1,0
divine,0,1
divined,0,1
divinely,0,1
diviner,0,1
diviners,0,1
divines,0,1
divinest,0,1
diving,0,1
divining,0,1
divinise,0,1
divinities,0,1
divinity,0,1
divinize,0,1
doom,1,0
doomed,1,0
doomful,1,0
dooming,1,0
dooms,1,0
doomsayer,1,0
doomsayers,1,0
doomsaying,1,0
doomsayings,1,0
doomsday,1,0
doomsdayer,1,0
doomsdays,1,0
doomster,1,0
doomsters,1,0
doomy,1,0
dork,1,0
dorkier,1,0
dorkiest,1,0
dorks,1,0
dorky,1,0
doubt,1,0
doubtable,1,0
doubted,1,0
doubter,1,0
doubters,1,0
doubtful,1,0
doubtfully,1,0
doubtfulness,1,0
doubting,1,0
doubtingly,1,0
doubtless,1,0
doubtlessly,1,0
doubtlessness,1,0
doubts,1,0
douche,1,0
douchebag,1,0
downcast,1,0
downhearted,1,0
downside,1,0
dread,1,0
dreaded,1,0
dreadful,1,0
dreadfully,1,0
dreadfulness,1,0
dreadfuls,1,0
dreading,1,0
dreadlock,1,0
dreadlocks,1,0
dreadnought,1,0
dreadnoughts,1,0
dreads,1,0
dream,0,1
dreams,0,1
dreary,0,1
droopy,0,1
drop,0,1
drown,1,0
drowned,1,0
drowns,1,0
drunk,1,0
dubious,1,0
dud,1,0
dull,1,0
dullard,1,0
dullards,1,0
dulled,1,0
duller,1,0
dullest,1,0
dulling,1,0
dullish,1,0
dullness,1,0
dullnesses,1,0
dulls,1,0
dullsville,1,0
dully,1,0
dumb,1,0
dumbass,1,0
dumbbell,1,0
dumbbells,1,0
dumbcane,1,0
dumbcanes,1,0
dumbed,1,0
dumber,1,0
dumbest,1,0
dumbfound,1,0
dumbfounded,1,0
dumbfounder,1,0
dumbfounders,1,0
dumbfounding,1,0
dumbfounds,1,0
dumbhead,1,0
dumbheads,1,0
dumbing,1,0
dumbly,1,0
dumbness,1,0
dumbs,1,0
dumbstruck,1,0
dumbwaiter,1,0
dumbwaiters,1,0
dump,1,0
dumpcart,1,0
dumped,1,0
dumper,1,0
dumpers,1,0
dumpier,1,0
dumpiest,1,0
dumpiness,1,0
dumping,1,0
dumpings,1,0
dumpish,1,0
dumpling,1,0
dumplings,1,0
dumps,1,0
dumpster,1,0
dumpsters,1,0
dumpy,1,0
dupe,1,0
duped,1,0
dynamic,1,0
dynamical,1,0
dysfunction,1,0
eager,0,1
eagerly,0,1
eagerness,0,1
eagers,0,1
earnest,0,1
ease,0,1
eased,0,1
easeful,0,1
easefully,0,1
easel,0,1
easement,0,1
easements,0,1
eases,0,1
easier,0,1
easiest,0,1
easily,0,1
easiness,0,1
easing,0,1
easy,0,1
easygoing,0,1
easygoingness,0,1
ecstacy,0,1
ecstasies,0,1
ecstasy,0,1
ecstatic,0,1
ecstatically,0,1
ecstatics,0,1
eerie,0,1
eery,0,1
effective,0,1
effectively,0,1
efficiencies,0,1
efficiency,0,1
efficient,0,1
efficiently,0,1
effin,0,1
elegance,0,1
elegances,0,1
elegancies,0,1
elegancy,0,1
elegant,0,1
elegantly,0,1
embarrass,1,0
embarrassable,1,0
embarrassed,1,0
embarrassedly,1,0
embarrasses,1,0
embarrassing,1,0
embarrassingly,1,0
embarrassment,1,0
embarrassments,1,0
embittered,1,0
embrace,0,1
emergency,0,1
emotional,0,1
empathetic,0,1
emptied,0,1
emptier,0,1
emptiers,0,1
empties,0,1
emptiest,0,1
emptily,0,1
emptiness,0,1
emptinesses,0,1
emptins,0,1
empty,0,1
emptying,0,1
enchanted,0,1
encourage,0,1
encouraged,0,1
encouragement,0,1
encouragements,0,1
encourager,0,1
encouragers,0,1
encourages,0,1
encouraging,0,1
encouragingly,0,1
endorse,0,1
endorsed,0,1
endorsement,0,1
endorses,0,1
enemies,1,0
enemy,1,0
energetic,0,1
energetically,0,1
energetics,0,1
energies,0,1
energise,0,1
energised,0,1
energises,0,1
energising,0,1
energization,0,1
energizations,0,1
energize,0,1
energized,0,1
energizer,0,1
energizers,0,1
energizes,0,1
energizing,0,1
energy,0,1
engage,0,1
engaged,0,1
engagement,0,1
engagements,0,1
enjoy,0,1
enjoyable,0,1
enjoyableness,0,1
enjoyably,0,1
enjoyed,0,1
enjoyer,0,1
enjoyers,0,1
enjoying,0,1
enjoyment,0,1
enjoyments,0,1
enjoys,0,1
enlighten,0,1
enlightened,0,1
enlightening,0,1
enlightens,0,1
enrage,1,0
enraged,1,0
enrages,1,0
enraging,1,0
enrapture,1,0
enslave,1,0
enslaved,1,0
enslaves,1,0
ensure,0,1
ensuring,0,1
enterprising,0,1
entertain,0,1
entertained,0,1
entertainer,0,1
entertainers,0,1
entertaining,0,1
entertainingly,0,1
entertainment,0,1
entertainments,0,1
entertains,0,1
enthuse,0,1
enthused,0,1
enthuses,0,1
enthusiasm,0,1
enthusiasms,0,1
enthusiast,0,1
enthusiastic,0,1
enthusiastically,0,1
enthusiasts,0,1
enthusing,0,1
entitled,0,1
entrusted,0,1
envied,1,0
envier,1,0
enviers,1,0
envies,1,0
envious,1,0
envy,1,0
envying,1,0
envyingly,1,0
erroneous,1,0
error,1,0
errors,1,0
escape,1,0
escapes,1,0
escaping,1,0
esteemed,0,1
ethical,0,1
euphoria,0,1
euphoric,0,1
eviction,1,0
evil,1,0
evildoer,1,0
evildoers,1,0
evildoing,1,0
evildoings,1,0
eviler,1,0
evilest,1,0
eviller,1,0
evillest,1,0
evilly,1,0
evilness,1,0
evils,1,0
exaggerate,1,0
exaggerated,1,0
exaggerates,1,0
exaggerating,1,0
exasperated,1,0
excel,0,1
excelled,0,1
excellence,0,1
excellences,0,1
excellencies,0,1
excellency,0,1
excellent,0,1
excellently,0,1
excelling,0,1
excels,0,1
excelsior,0,1
excitabilities,0,1
excitability,0,1
excitable,0,1
excitableness,0,1
excitant,0,1
excitants,0,1
excitation,0,1
excitations,0,1
excitative,0,1
excitatory,0,1
excite,0,1
excited,0,1
excitedly,0,1
excitement,0,1
excitements,0,1
exciter,0,1
exciters,0,1
excites,0,1
exciting,0,1
excitingly,0,1
exciton,1,0
excitonic,1,0
excitons,1,0
excitor,1,0
exclude,1,0
excluded,1,0
exclusion,1,0
exclusive,1,0
excruciate,1,0
excruciated,1,0
excruciates,1,0
excruciating,1,0
excruciatingly,1,0
excruciation,1,0
excruciations,1,0
excuse,0,1
exhaust,1,0
exhausted,1,0
exhauster,1,0
exhausters,1,0
exhaustibility,1,0
exhaustible,1,0
exhausting,1,0
exhaustion,1,0
exhaustions,1,0
exhaustive,1,0
exhaustively,1,0
exhaustiveness,1,0
exhaustless,1,0
exhaustlessness,1,0
exhausts,1,0
exhilarated,1,0
exhilarates,1,0
exhilarating,1,0
exonerate,1,0
exonerated,1,0
exonerates,1,0
exonerating,1,0
expand,0,1
expands,0,1
expel,1,0
expelled,1,0
expelling,1,0
expels,1,0
exploit,1,0
exploited,1,0
exploiting,1,0
exploits,1,0
exploration,1,0
explorations,1,0
expose,1,0
exposed,1,0
exposes,1,0
exposing,1,0
extend,1,0
extends,1,0
exuberant,1,0
exultant,1,0
exultantly,1,0
fab,0,1
fabulous,0,1
fabulousness,0,1
fad,0,1
fag,1,0
faggot,1,0
faggots,1,0
fail,1,0
failed,1,0
failing,1,0
failingly,1,0
failings,1,0
faille,1,0
fails,1,0
failure,1,0
failures,1,0
fainthearted,1,0
fair,0,1
faith,0,1
faithed,0,1
faithful,0,1
faithfully,0,1
faithfulness,0,1
faithless,0,1
faithlessly,0,1
faithlessness,0,1
faiths,0,1
fake,1,0
fakes,1,0
faking,1,0
fallen,1,0
falling,1,0
falsified,1,0
falsify,1,0
fame,0,1
fan,0,1
fantastic,0,1
fantastical,0,1
fantasticalities,0,1
fantasticality,0,1
fantasticalness,0,1
fantasticate,0,1
fantastico,0,1
farce,0,1
fascinate,0,1
fascinated,0,1
fascinates,0,1
fascination,0,1
fascinating,0,1
fatal,1,0
fatalism,1,0
fatalisms,1,0
fatalist,1,0
fatalistic,1,0
fatalists,1,0
fatalities,1,0
fatality,1,0
fatally,1,0
fatigue,1,0
fatigued,1,0
fatigues,1,0
fatiguing,1,0
fatiguingly,1,0
fault,1,0
faulted,1,0
faultfinder,1,0
faultfinders,1,0
faultfinding,1,0
faultier,1,0
faultiest,1,0
faultily,1,0
faultiness,1,0
faulting,1,0
faultless,1,0
faultlessly,1,0
faultlessness,1,0
faults,1,0
faulty,1,0
fave,0,1
favor,0,1
favorable,0,1
favorableness,0,1
favorably,0,1
favored,0,1
favorer,0,1
favorers,0,1
favoring,0,1
favorite,0,1
favorited,0,1
favorites,0,1
favoritism,0,1
favoritisms,0,1
favors,0,1
favour,0,1
favoured,0,1
favourer,0,1
favourers,0,1
favouring,0,1
favours,0,1
fear,1,0
feared,1,0
fearful,1,0
fearfuller,1,0
fearfullest,1,0
fearfully,1,0
fearfulness,1,0
fearing,1,0
fearless,1,0
fearlessly,1,0
fearlessness,1,0
fears,1,0
fearsome,1,0
ferocious,0,1
ferociously,0,1
ferociousness,0,1
ferocities,0,1
ferocity,0,1
festive,0,1
festively,0,1
festiveness,0,1
festivities,0,1
festivity,0,1
feud,1,0
feudal,1,0
fiasco,1,0
fidgety,1,0
fiery,1,0
fiesta,0,1
fiestas,0,1
fight,1,0
fighter,1,0
fighters,1,0
fighting,1,0
fightings,1,0
fights,1,0
fine,0,1
fire,1,0
fired,1,0
firing,1,0
fit,0,1
fitness,0,1
flagship,0,1
flatter,0,1
flattered,0,1
flatterer,0,1
flatterers,0,1
flatteries,0,1
flattering,0,1
flatteringly,0,1
flatters,0,1
flattery,0,1
flawless,0,1
flawlessly,0,1
flees,0,1
flexibilities,0,1
flexibility,0,1
flexible,0,1
flexibly,0,1
flirtation,0,1
flirtations,0,1
flirtatious,0,1
flirtatiously,0,1
flirtatiousness,0,1
flirted,0,1
flirter,0,1
flirters,0,1
flirtier,0,1
flirtiest,0,1
flirting,0,1
flirts,0,1
flirty,0,1
flop,0,1
flops,0,1
flustered,0,1
focused,0,1
fond,0,1
fondly,0,1
fondness,0,1
fool,1,0
fooled,1,0
fooleries,1,0
foolery,1,0
foolfish,1,0
foolfishes,1,0
foolhardier,1,0
foolhardiest,1,0
foolhardily,1,0
foolhardiness,1,0
foolhardy,1,0
fooling,1,0
foolish,1,0
foolisher,1,0
foolishest,1,0
foolishly,1,0
foolishness,1,0
foolishnesses,1,0
foolproof,1,0
fools,1,0
foolscaps,1,0
forbid,1,0
forbiddance,1,0
forbiddances,1,0
forbidden,1,0
forbidder,1,0
forbidders,1,0
forbidding,1,0
forbiddingly,1,0
forbids,1,0
forced,1,0
foreclosure,1,0
foreclosures,1,0
forgave,1,0
forget,1,0
forgetful,1,0
forgivable,0,1
forgivably,0,1
forgive,0,1
forgiven,0,1
forgiveness,0,1
forgiver,0,1
forgivers,0,1
forgives,0,1
forgiving,0,1
forgivingly,0,1
forgivingness,0,1
forgotten,0,1
fortunate,0,1
fought,1,0
foughten,1,0
frantic,1,0
frantically,1,0
franticness,1,0
fraud,1,0
frauds,1,0
fraudster,1,0
fraudsters,1,0
fraudulence,1,0
fraudulent,1,0
freak,1,0
freaked,1,0
freakier,1,0
freakiest,1,0
freakiness,1,0
freaking,1,0
freakish,1,0
freakishly,1,0
freakishness,1,0
freakout,1,0
freakouts,1,0
freaks,1,0
freaky,1,0
free,0,1
freebase,0,1
freebased,0,1
freebases,0,1
freebasing,0,1
freebee,0,1
freebees,0,1
freebie,0,1
freebies,0,1
freeboard,0,1
freeboards,0,1
freeboot,0,1
freebooter,0,1
freebooters,0,1
freebooting,0,1
freeborn,0,1
freed,0,1
freedman,0,1
freedmen,0,1
freedom,0,1
freedoms,0,1
freedwoman,0,1
freedwomen,0,1
freeform,0,1
freehand,0,1
freehanded,0,1
freehearted,0,1
freehold,0,1
freeholder,0,1
freeholders,0,1
freeholds,0,1
freeing,0,1
freelance,0,1
freelanced,0,1
freelancer,0,1
freelancers,0,1
freelances,0,1
freelancing,0,1
freeload,0,1
freeloaded,0,1
freeloader,0,1
freeloaders,0,1
freeloading,0,1
freeloads,0,1
freely,0,1
freeman,0,1
freemartin,0,1
freemasonries,0,1
freemasonry,0,1
freemen,0,1
freeness,0,1
freenesses,0,1
freer,0,1
freers,0,1
frees,0,1
freesia,0,1
freesias,0,1
freest,0,1
freestanding,0,1
freestyle,0,1
freestyler,0,1
freestylers,0,1
freestyles,0,1
freethinker,0,1
freethinkers,0,1
freethinking,0,1
freeware,0,1
freeway,0,1
freewheel,0,1
freewheeled,0,1
freewheeler,0,1
freewheelers,0,1
freewheeling,0,1
freewheelingly,0,1
freewheels,0,1
freewill,0,1
freewriting,0,1
freeze,0,1
freezers,0,1
freezes,0,1
freezing,0,1
freezingly,0,1
frenzy,0,1
fresh,0,1
friend,0,1
friended,0,1
friending,0,1
friendless,0,1
friendlessness,0,1
friendlier,0,1
friendlies,0,1
friendliest,0,1
friendlily,0,1
friendliness,0,1
friendly,0,1
friends,0,1
friendship,0,1
friendships,0,1
fright,1,0
frighted,1,0
frighten,1,0
frightened,1,0
frightening,1,0
frighteningly,1,0
frightens,1,0
frightful,1,0
frightfully,1,0
frightfulness,1,0
frighting,1,0
frights,1,0
frisky,1,0
frowning,1,0
frustrate,1,0
frustrated,1,0
frustrates,1,0
frustrating,1,0
frustratingly,1,0
frustration,1,0
frustrations,1,0
fuck,1,0
fucked,1,0
fucker,1,0
fuckers,1,0
fuckface,1,0
fuckhead,1,0
fucks,1,0
fucktard,1,0
fud,1,0
fuked,1,0
fuking,1,0
fulfill,0,1
fulfilled,0,1
fulfills,0,1
fun,0,1
funerals,0,1
funky,0,1
funned,0,1
funner,0,1
funnest,0,1
funnier,0,1
funnies,0,1
funniest,0,1
funnily,0,1
funniness,0,1
funninesses,0,1
funning,0,1
funny,0,1
funnyman,0,1
funnymen,0,1
furious,1,0
furiously,1,0
fury,1,0
gains,0,1
gallant,0,1
gallantly,0,1
gallantry,0,1
geek,0,1
geekier,0,1
geekiest,0,1
geeks,0,1
geeky,0,1
generosities,0,1
generosity,0,1
generous,0,1
generously,0,1
generousness,0,1
genial,0,1
gentle,0,1
gentler,0,1
gentlest,0,1
gently,0,1
ghost,0,1
giddy,0,1
gift,0,1
giggle,0,1
giggled,0,1
giggler,0,1
gigglers,0,1
giggles,0,1
gigglier,0,1
giggliest,0,1
giggling,0,1
gigglingly,0,1
giggly,0,1
giver,0,1
givers,0,1
giving,0,1
glad,0,1
gladly,0,1
glamor,0,1
glamorise,0,1
glamorised,0,1
glamorises,0,1
glamorising,0,1
glamorization,0,1
glamorize,0,1
glamorized,0,1
glamorizer,0,1
glamorizers,0,1
glamorizes,0,1
glamorizing,0,1
glamorous,0,1
glamorously,0,1
glamors,0,1
glamour,0,1
glamourize,0,1
glamourless,0,1
glamourous,0,1
glamours,0,1
glee,0,1
gleeful,0,1
gloom,0,1
gloomed,0,1
gloomful,0,1
gloomier,0,1
gloomiest,0,1
gloominess,0,1
gloominesses,0,1
glooming,0,1
glooms,0,1
gloomy,0,1
gloried,0,1
glories,0,1
glorification,0,1
glorified,0,1
glorifier,0,1
glorifiers,0,1
glorifies,0,1
glorify,0,1
glorifying,0,1
gloriole,0,1
glorioles,0,1
glorious,0,1
gloriously,0,1
gloriousness,0,1
glory,0,1
good,0,1
goodness,0,1
gorgeous,0,1
gorgeously,0,1
gorgeousness,0,1
gorgeousnesses,0,1
grace,0,1
graced,0,1
graceful,0,1
gracefuller,0,1
gracefullest,0,1
gracefully,0,1
gracefulness,0,1
graces,0,1
gracile,0,1
graciles,0,1
gracilis,0,1
gracility,0,1
gracing,0,1
gracioso,0,1
gracious,0,1
graciously,0,1
graciousness,0,1
grand,0,1
grandee,0,1
grandees,0,1
grander,0,1
grandest,0,1
grandeur,0,1
grandeurs,0,1
grant,0,1
granted,0,1
granting,0,1
grants,0,1
grateful,0,1
gratefuller,0,1
gratefully,0,1
gratefulness,0,1
graticule,0,1
graticules,0,1
gratification,0,1
gratifications,0,1
gratified,0,1
gratifies,0,1
gratify,0,1
gratifying,0,1
gratifyingly,0,1
gratin,0,1
grating,0,1
gratingly,0,1
gratings,0,1
gratins,0,1
gratis,0,1
gratitude,0,1
great,0,1
greater,0,1
greatest,0,1
greed,1,0
greedier,1,0
greediest,1,0
greedily,1,0
greediness,1,0
greeds,1,0
greedy,1,0
grief,1,0
grievance,1,0
grievances,1,0
grievant,1,0
grievants,1,0
grieve,1,0
grieved,1,0
griever,1,0
grievers,1,0
grieves,1,0
grieving,1,0
grievous,1,0
grievously,1,0
grievousness,1,0
grim,1,0
grimace,1,0
grimaced,1,0
grimaces,1,0
grimacing,1,0
grimalkin,1,0
grimalkins,1,0
grime,1,0
grimed,1,0
grimes,1,0
grimier,1,0
grimiest,1,0
grimily,1,0
griminess,1,0
griming,1,0
grimly,1,0
grimmer,1,0
grimmest,1,0
grimness,1,0
grimy,1,0
grin,1,0
grinned,1,0
grinner,1,0
grinners,1,0
grinning,1,0
grins,1,0
gross,1,0
grossed,1,0
grosser,1,0
grosses,1,0
grossest,1,0
grossing,1,0
grossly,1,0
grossness,1,0
grossular,1,0
grossularite,1,0
grossularites,1,0
grossulars,1,0
growing,0,1
growth,0,1
guarantee,0,1
guilt,1,0
guiltier,1,0
guiltiest,1,0
guiltily,1,0
guiltiness,1,0
guiltless,1,0
guiltlessly,1,0
guiltlessness,1,0
guilts,1,0
guilty,1,0
gullibility,1,0
gullible,1,0
gun,1,0
handsome,0,1
handsomely,0,1
handsomeness,0,1
handsomer,0,1
handsomest,0,1
hapless,0,1
haplessness,0,1
happier,0,1
happiest,0,1
happily,0,1
happiness,0,1
happing,0,1
happy,0,1
harass,1,0
harassed,1,0
harasser,1,0
harassers,1,0
harasses,1,0
harassing,1,0
harassment,1,0
harassments,1,0
hard,1,0
hardier,1,0
hardship,1,0
hardy,1,0
harm,1,0
harmed,1,0
harmfully,1,0
harmfulness,1,0
harming,1,0
harmless,0,1
harmlessly,0,1
harmlessness,0,1
harmonic,0,1
harmonica,0,1
harmonically,0,1
harmonicas,0,1
harmonicist,0,1
harmonicists,0,1
harmonics,0,1
harmonies,0,1
harmonious,0,1
harmoniously,0,1
harmoniousness,0,1
harmonise,0,1
harmonised,0,1
harmonising,0,1
harmonium,0,1
harmoniums,0,1
harmonization,0,1
harmonizations,0,1
harmonize,0,1
harmonized,0,1
harmonizer,0,1
harmonizers,0,1
harmonizes,0,1
harmonizing,0,1
harmony,0,1
harms,1,0
harried,1,0
harsh,1,0
harsher,1,0
harshest,1,0
hate,1,0
hated,1,0
hateful,1,0
hatefully,1,0
hatefulness,1,0
hater,1,0
haters,1,0
hates,1,0
hating,1,0
hatred,1,0
haunt,1,0
haunted,1,0
haunting,1,0
haunts,1,0
havoc,1,0
healthy,0,1
heartbreak,1,0
heartbreaker,1,0
heartbreakers,1,0
heartbreaking,1,0
heartbreakingly,1,0
heartbreaks,1,0
heartbroken,1,0
heartfelt,1,0
heartless,1,0
heartlessly,1,0
heartlessness,1,0
heartwarming,0,1
heaven,0,1
heavenlier,0,1
heavenliest,0,1
heavenliness,0,1
heavenlinesses,0,1
heavenly,0,1
heavens,0,1
heavenward,0,1
heavenwards,0,1
heavyhearted,0,1
hell,1,0
hellish,1,0
help,1,0
helper,0,1
helpers,0,1
helpful,0,1
helpfully,0,1
helpfulness,0,1
helping,0,1
helpless,0,1
helplessly,0,1
helplessness,0,1
helplessnesses,0,1
helps,0,1
hero,0,1
heroes,0,1
heroic,0,1
heroical,0,1
heroically,0,1
heroicomic,0,1
heroicomical,0,1
heroics,0,1
hesitance,0,1
hesitancies,0,1
hesitancy,0,1
hesitant,0,1
hesitantly,0,1
hesitate,0,1
hesitated,0,1
hesitater,0,1
hesitaters,0,1
hesitates,0,1
hesitating,0,1
hesitatingly,0,1
hesitation,0,1
hesitations,0,1
hid,0,1
hide,0,1
hides,0,1
hiding,0,1
highlight,0,1
hilarious,0,1
honest,0,1
honester,0,1
honestest,0,1
honesties,0,1
honestly,0,1
honesty,0,1
honor,0,1
honorability,0,1
honorable,0,1
honorableness,0,1
honorably,0,1
honoraria,0,1
honoraries,0,1
honorarily,0,1
honorarium,0,1
honorariums,0,1
honorary,0,1
honored,0,1
honoree,0,1
honorees,0,1
honorer,0,1
honorers,0,1
honorific,0,1
honorifically,0,1
honorifics,0,1
honoring,0,1
honors,0,1
honour,0,1
honourable,0,1
honoured,0,1
honourer,0,1
honourers,0,1
honouring,0,1
honours,0,1
hooligan,1,0
hooliganism,1,0
hooligans,1,0
hope,0,1
hoped,0,1
hopeful,0,1
hopefully,0,1
hopefulness,0,1
hopeless,0,1
hopelessly,0,1
hopelessness,0,1
hopes,0,1
hoping,0,1
horrendous,1,0
horrendously,1,0
horrent,1,0
horrible,1,0
horribleness,1,0
horribles,1,0
horribly,1,0
horrid,1,0
horridly,1,0
horridness,1,0
horridnesses,1,0
horrific,1,0
horrifically,1,0
horrified,1,0
horrifies,1,0
horrify,1,0
horrifying,1,0
horrifyingly,1,0
horror,1,0
horrors,1,0
hostile,1,0
hostilely,1,0
hostiles,1,0
hostilities,1,0
hostility,1,0
hug,0,1
huge,0,1
huggable,0,1
hugged,0,1
hugger,0,1
huggers,0,1
hugging,0,1
hugs,0,1
humerous,0,1
humiliate,1,0
humiliated,1,0
humiliates,1,0
humiliating,1,0
humiliatingly,1,0
humiliation,1,0
humiliations,1,0
humor,0,1
humoral,0,1
humored,0,1
humoresque,0,1
humoresques,0,1
humoring,0,1
humorist,0,1
humoristic,0,1
humorists,0,1
humorous,0,1
humorously,0,1
humorousness,0,1
humors,0,1
humour,0,1
humoured,0,1
humouring,0,1
humourous,0,1
hurt,1,0
hurter,1,0
hurters,1,0
hurtful,1,0
hurtfully,1,0
hurtfulness,1,0
hurting,1,0
hurtle,1,0
hurtled,1,0
hurtles,1,0
hurtless,1,0
hurtling,1,0
hurts,1,0
hypocritical,1,0
hysteria,1,0
hysterical,1,0
hysterics,1,0
ideal,0,1
idealess,0,1
idealise,0,1
idealised,0,1
idealises,0,1
idealising,0,1
idealism,0,1
idealisms,0,1
idealist,0,1
idealistic,0,1
idealistically,0,1
idealists,0,1
idealities,0,1
ideality,0,1
idealization,0,1
idealizations,0,1
idealize,0,1
idealized,0,1
idealizer,0,1
idealizers,0,1
idealizes,0,1
idealizing,0,1
idealless,0,1
ideally,0,1
idealogues,0,1
idealogy,0,1
ideals,0,1
idiot,1,0
idiotic,1,0
ignorable,1,0
ignorami,1,0
ignoramus,1,0
ignoramuses,1,0
ignorance,1,0
ignorances,1,0
ignorant,1,0
ignorantly,1,0
ignorantness,1,0
ignore,1,0
ignored,1,0
ignorer,1,0
ignorers,1,0
ignores,1,0
ignoring,1,0
ill,1,0
illegal,1,0
illiteracy,1,0
illness,1,0
illnesses,1,0
imbecile,1,0
immobilized,1,0
immoral,1,0
immoralism,1,0
immoralist,1,0
immoralists,1,0
immoralities,1,0
immorality,1,0
immorally,1,0
immortal,1,0
immune,1,0
impatience,1,0
impatiens,1,0
impatient,1,0
impatiently,1,0
imperfect,1,0
impersonal,1,0
impolite,1,0
impolitely,1,0
impoliteness,1,0
impolitenesses,1,0
importance,1,0
importancies,1,0
importancy,1,0
important,1,0
importantly,1,0
impose,1,0
imposed,1,0
imposes,1,0
imposing,1,0
impotent,1,0
impress,1,0
impressed,1,0
impresses,1,0
impressibility,1,0
impressible,1,0
impressing,1,0
impression,1,0
impressionable,1,0
impressionism,1,0
impressionisms,1,0
impressionist,1,0
impressionistic,1,0
impressionistically,1,0
impressionists,1,0
impressions,1,0
impressive,1,0
impressively,1,0
impressiveness,1,0
impressment,1,0
impressments,1,0
impressure,1,0
imprisoned,1,0
improve,1,0
improved,1,0
improvement,1,0
improvements,1,0
improver,1,0
improvers,1,0
improves,1,0
improving,1,0
inability,1,0
inadequacies,1,0
inadequacy,1,0
inadequate,1,0
inadequately,1,0
inadequateness,1,0
inadequatenesses,1,0
incapable,1,0
incapacitated,1,0
incensed,1,0
incentive,1,0
incentives,1,0
incompetence,1,0
incompetent,1,0
inconsiderate,1,0
inconvenience,1,0
inconvenient,1,0
increase,0,1
infected,1,0
inferior,1,0
inferiorities,1,0
inferiority,1,0
inferiorly,1,0
inferiors,1,0
inflamed,1,0
influential,1,0
infringement,1,0
infuriate,1,0
infuriated,1,0
infuriates,1,0
infuriating,1,0
inhibin,1,0
inhibit,1,0
inhibited,1,0
inhibiting,1,0
inhibition,1,0
inhibitions,1,0
inhibitive,1,0
inhibitor,1,0
inhibitors,1,0
inhibitory,1,0
inhibits,1,0
injured,1,0
injury,1,0
injustice,1,0
innocence,1,0
innocency,1,0
innocent,1,0
innocenter,1,0
innocently,1,0
innocents,1,0
innovate,1,0
innovates,1,0
innovation,1,0
innovative,1,0
inquisition,1,0
inquisitive,1,0
insane,1,0
insanity,1,0
insecure,1,0
insecurely,1,0
insecureness,1,0
insecurities,1,0
insecurity,1,0
insensitive,1,0
insensitivity,1,0
insignificant,1,0
insincere,1,0
insincerely,1,0
insincerity,1,0
insipid,0,1
inspiration,0,1
inspirational,0,1
inspirationally,0,1
inspirations,0,1
inspirator,0,1
inspirators,0,1
inspiratory,0,1
inspire,0,1
inspired,0,1
inspirer,0,1
inspirers,0,1
inspires,0,1
inspiring,0,1
inspiringly,0,1
inspirit,0,1
inspirited,0,1
inspiriting,0,1
inspiritingly,0,1
inspirits,0,1
insult,1,0
insulted,1,0
insulter,1,0
insulters,1,0
insulting,1,0
insultingly,1,0
insults,1,0
intact,0,1
integrity,0,1
intellect,0,1
intellection,0,1
intellections,0,1
intellective,0,1
intellectively,0,1
intellects,0,1
intellectual,0,1
intellectualism,0,1
intellectualist,0,1
intellectualistic,0,1
intellectualists,0,1
intellectualities,0,1
intellectuality,0,1
intellectualization,0,1
intellectualize,0,1
intellectualized,0,1
