Word,Negative,Positive
intellectualizes,0,1
intellectualizing,0,1
intellectually,0,1
intellectualness,0,1
intellectuals,0,1
intelligence,0,1
intelligencer,0,1
intelligencers,0,1
intelligences,0,1
intelligent,0,1
intelligential,0,1
intelligently,0,1
intelligentsia,0,1
intelligibility,0,1
intelligible,0,1
intelligibleness,0,1
intelligibly,0,1
intense,0,1
interest,0,1
interested,0,1
interestedly,0,1
interesting,0,1
interestingly,0,1
interestingness,0,1
interests,0,1
interrogated,1,0
interrupt,1,0
interrupted,1,0
interrupter,1,0
interrupters,1,0
interruptible,1,0
interrupting,1,0
interruption,1,0
interruptions,1,0
interruptive,1,0
interruptor,1,0
interrupts,1,0
intimidate,1,0
intimidated,1,0
intimidates,1,0
intimidating,1,0
intimidatingly,1,0
intimidation,1,0
intimidations,1,0
intimidator,1,0
intimidators,1,0
intimidatory,1,0
intricate,1,0
intrigues,1,0
invigorate,1,0
invigorated,1,0
invigorates,1,0
invigorating,1,0
invigoratingly,1,0
invigoration,1,0
invigorations,1,0
invigorator,1,0
invigorators,1,0
invincible,0,1
invite,0,1
inviting,0,1
invulnerable,0,1
irate,0,1
ironic,0,1
irony,0,1
irrational,1,0
irrationalism,1,0
irrationalist,1,0
irrationalists,1,0
irrationalities,1,0
irrationality,1,0
irrationally,1,0
irrationals,1,0
irresistible,1,0
irresolute,1,0
irresponsible,1,0
irreversible,1,0
irritabilities,1,0
irritability,1,0
irritable,1,0
irritableness,1,0
irritably,1,0
irritant,1,0
irritants,1,0
irritate,1,0
irritated,1,0
irritates,1,0
irritating,1,0
irritatingly,1,0
irritation,1,0
irritations,1,0
irritative,1,0
isolatable,1,0
isolate,1,0
isolated,1,0
isolates,1,0
isolation,1,0
isolationism,1,0
isolationist,1,0
isolations,1,0
isolator,1,0
isolators,1,0
itchy,1,0
jackass,1,0
jackasses,1,0
jaded,1,0
jailed,1,0
jaunty,1,0
jealous,1,0
jealousies,1,0
jealously,1,0
jealousness,1,0
jealousy,1,0
jeopardy,1,0
jerk,1,0
jerked,1,0
jerks,1,0
jewel,1,0
jewels,1,0
jocular,1,0
join,1,0
joke,1,0
joked,1,0
joker,1,0
jokes,1,0
jokester,1,0
jokesters,1,0
jokey,1,0
joking,1,0
jollied,0,1
jollier,0,1
jollies,0,1
jolliest,0,1
jollification,0,1
jollifications,0,1
jollify,0,1
jollily,0,1
jolliness,0,1
jollities,0,1
jollity,0,1
jolly,0,1
jollying,0,1
jovial,0,1
joy,0,1
joyance,0,1
joyed,0,1
joyful,0,1
joyfuller,0,1
joyfully,0,1
joyfulness,0,1
joying,0,1
joyless,0,1
joylessly,0,1
joylessness,0,1
joyous,0,1
joyously,0,1
joyousness,0,1
joypop,0,1
joypoppers,0,1
joyridden,0,1
joyride,0,1
joyrider,0,1
joyriders,0,1
joyrides,0,1
joyriding,0,1
joyrode,0,1
joys,0,1
joystick,0,1
joysticks,0,1
jubilant,0,1
jumpy,0,1
justice,0,1
justifiably,0,1
justified,0,1
keen,0,1
keened,0,1
keener,0,1
keeners,0,1
keenest,0,1
keening,0,1
keenly,0,1
keenness,0,1
keens,0,1
kewl,0,1
kidding,0,1
kill,1,0
killdeer,1,0
killdeers,1,0
killdees,1,0
killed,1,0
killer,1,0
killers,1,0
killick,1,0
killie,1,0
killifish,1,0
killifishes,1,0
killing,1,0
killingly,1,0
killings,1,0
killjoy,1,0
killjoys,1,0
killock,1,0
killocks,1,0
kills,1,0
kind,0,1
kinder,0,1
kindly,0,1
kindness,0,1
kindnesses,0,1
kiss,0,1
kissable,0,1
kissably,0,1
kissed,0,1
kisser,0,1
kissers,0,1
kisses,0,1
kissing,0,1
kissy,0,1
kudos,0,1
lack,1,0
lackadaisical,1,0
lag,1,0
lagged,1,0
lagging,1,0
lags,1,0
laidback,1,0
lame,1,0
lamebrain,1,0
lamebrained,1,0
lamebrains,1,0
lamedh,1,0
lamella,1,0
lamellae,1,0
lamellas,1,0
lamellibranch,1,0
lamellibranchs,1,0
lamely,1,0
lameness,1,0
lament,1,0
lamentable,1,0
lamentableness,1,0
lamentably,1,0
lamentation,1,0
lamentations,1,0
lamented,1,0
lamenter,1,0
lamenters,1,0
lamenting,1,0
laments,1,0
lamer,1,0
lames,1,0
lamest,1,0
landmark,1,0
laugh,0,1
laughable,0,1
laughableness,0,1
laughably,0,1
laughed,0,1
laugher,0,1
laughers,0,1
laughing,0,1
laughingly,0,1
laughings,0,1
laughingstocks,0,1
laughs,0,1
laughter,0,1
laughters,0,1
launched,0,1
lazier,1,0
laziest,1,0
lazy,1,0
leak,1,0
leaked,1,0
leave,1,0
leet,1,0
legal,1,0
legally,1,0
lenient,1,0
lethargic,1,0
lethargy,1,0
liabilities,1,0
liability,1,0
liar,1,0
liards,1,0
liars,1,0
libelous,0,1
libertarian,0,1
libertarianism,0,1
libertarianisms,0,1
libertarians,0,1
liberties,0,1
libertinage,0,1
libertine,0,1
libertines,0,1
libertinisms,0,1
liberty,0,1
lied,1,0
lies,1,0
lifesaver,1,0
lighthearted,1,0
like,0,1
likeable,0,1
liked,0,1
likes,0,1
liking,0,1
limitation,0,1
limited,0,1
litigation,0,1
litigious,0,1
livelier,0,1
liveliest,0,1
livelihood,0,1
livelihoods,0,1
livelily,0,1
liveliness,0,1
livelong,0,1
lively,0,1
livid,1,0
loathe,1,0
loathed,1,0
loathes,1,0
loathing,1,0
lobby,1,0
lobbying,1,0
lone,1,0
lonelier,1,0
loneliest,1,0
loneliness,1,0
lonelinesses,1,0
lonely,1,0
loneness,1,0
loner,1,0
loners,1,0
lonesome,1,0
lonesomely,1,0
lonesomeness,1,0
lonesomes,1,0
longing,1,0
longingly,1,0
longings,1,0
loom,1,0
loomed,1,0
looming,1,0
looms,1,0
loose,1,0
looses,1,0
lose,1,0
loser,1,0
losers,1,0
loses,1,0
losing,1,0
loss,1,0
losses,1,0
lossy,1,0
lost,1,0
louse,1,0
loused,1,0
louses,1,0
lousewort,1,0
louseworts,1,0
lousier,1,0
lousiest,1,0
lousily,1,0
lousiness,1,0
lousing,1,0
lousy,1,0
lovable,0,1
love,0,1
loved,0,1
lovelies,0,1
lovely,0,1
lover,0,1
loverly,0,1
lovers,0,1
loves,0,1
loving,0,1
lovingly,0,1
lovingness,0,1
low,1,0
lowball,1,0
lowballed,1,0
lowballing,1,0
lowballs,1,0
lowborn,1,0
lowboys,1,0
lowbred,1,0
lowbrow,1,0
lowbrows,1,0
lowdown,1,0
lowdowns,1,0
lowe,1,0
lowed,1,0
lower,1,0
lowercase,1,0
lowercased,1,0
lowerclassman,1,0
lowered,1,0
lowering,1,0
lowermost,1,0
lowers,1,0
lowery,1,0
lowest,1,0
lowing,1,0
lowish,1,0
lowland,1,0
lowlander,1,0
lowlanders,1,0
lowlands,1,0
lowlier,1,0
lowliest,1,0
lowlife,1,0
lowlifes,1,0
lowlight,1,0
lowlights,1,0
lowlihead,1,0
lowliness,1,0
lowlinesses,1,0
lowlives,1,0
lowly,1,0
lown,1,0
lowness,1,0
lowrider,1,0
lowriders,1,0
lows,1,0
lowse,1,0
loyal,0,1
loyalism,0,1
loyalisms,0,1
loyalist,0,1
loyalists,0,1
loyally,0,1
loyalties,0,1
loyalty,0,1
luck,0,1
lucked,0,1
luckie,0,1
luckier,0,1
luckiest,0,1
luckily,0,1
luckiness,0,1
lucking,0,1
luckless,0,1
lucks,0,1
lucky,0,1
ludicrous,0,1
ludicrously,0,1
ludicrousness,0,1
lugubrious,0,1
lying,1,0
mad,1,0
maddening,1,0
madder,1,0
maddest,1,0
madly,1,0
madness,1,0
magnific,0,1
magnifical,0,1
magnifically,0,1
magnification,0,1
magnifications,0,1
magnificence,0,1
magnificences,0,1
magnificent,0,1
magnificently,0,1
magnifico,0,1
magnificoes,0,1
mandatory,0,1
maniac,1,0
maniacal,1,0
maniacally,1,0
maniacs,1,0
manipulated,1,0
manipulating,1,0
manipulation,1,0
marvel,0,1
marvelous,0,1
marvels,0,1
masochism,1,0
masochisms,1,0
masochist,1,0
masochistic,1,0
masochistically,1,0
masochists,1,0
masterpiece,0,1
masterpieces,0,1
matter,0,1
matters,0,1
mature,0,1
meaningful,0,1
meaningless,0,1
medal,0,1
mediocrity,1,0
meditative,1,0
meh,1,0
mercy,1,0
merit,0,1
merited,0,1
meriting,0,1
meritocracy,0,1
meritocrat,0,1
meritocrats,0,1
meritorious,0,1
meritoriously,0,1
meritoriousness,0,1
merits,0,1
merrier,0,1
merriest,0,1
merrily,0,1
merriment,0,1
merriments,0,1
merriness,0,1
merry,0,1
merrymaker,0,1
merrymakers,0,1
merrymaking,0,1
merrymakings,0,1
merrythought,0,1
merrythoughts,0,1
mess,1,0
messed,1,0
messy,1,0
methodical,1,0
mindless,1,0
miracle,1,0
mirth,1,0
mirthful,1,0
mirthfully,1,0
misbehave,1,0
misbehaved,1,0
misbehaves,1,0
misbehaving,1,0
mischief,1,0
mischiefs,1,0
miser,1,0
miserable,1,0
miserableness,1,0
miserably,1,0
miserere,1,0
misericorde,1,0
misericordes,1,0
miseries,1,0
miserliness,1,0
miserly,1,0
misers,1,0
misery,1,0
misgiving,1,0
misinformation,1,0
misinformed,1,0
misinterpreted,1,0
misleading,1,0
misread,1,0
misreporting,1,0
misrepresentation,1,0
miss,1,0
missed,1,0
misses,1,0
missing,1,0
mistakable,1,0
mistake,1,0
mistaken,1,0
mistakenly,1,0
mistaker,1,0
mistakers,1,0
mistakes,1,0
mistaking,1,0
misunderstand,1,0
misunderstanding,1,0
misunderstands,1,0
misunderstood,1,0
moaning,1,0
moans,1,0
mock,1,0
mocked,1,0
mocker,1,0
mockeries,1,0
mockers,1,0
mockery,1,0
mocking,1,0
mocks,1,0
molest,1,0
molestation,1,0
molestations,1,0
molested,1,0
molester,1,0
molesters,1,0
molesting,1,0
molests,1,0
mooching,1,0
moodier,1,0
moodiest,1,0
moodily,1,0
moodiness,1,0
moodinesses,1,0
moody,1,0
mope,1,0
moping,1,0
moron,1,0
moronic,1,0
moronically,1,0
moronity,1,0
morons,1,0
motherfucker,1,0
motherfucking,1,0
motivate,0,1
motivated,0,1
motivating,0,1
motivation,0,1
mourn,1,0
mourned,1,0
mourner,1,0
mourners,1,0
mournful,1,0
mournfuller,1,0
mournfully,1,0
mournfulness,1,0
mourning,1,0
mourningly,1,0
mourns,1,0
mumpish,1,0
murder,1,0
murdered,1,0
murderee,1,0
murderees,1,0
murderer,1,0
murderers,1,0
murderess,1,0
murderesses,1,0
murdering,1,0
murderous,1,0
murderously,1,0
murderousness,1,0
murders,1,0
naive,1,0
nastic,1,0
nastier,1,0
nasties,1,0
nastiest,1,0
nastily,1,0
nastiness,1,0
nastinesses,1,0
nasturtium,1,0
nasturtiums,1,0
nasty,1,0
natural,0,1
neat,0,1
neaten,0,1
neatened,0,1
neatening,0,1
neatens,0,1
neater,0,1
neatest,0,1
neath,0,1
neatherd,0,1
neatly,0,1
neatness,0,1
neats,0,1
needy,1,0
negative,1,0
negativity,1,0
neglect,1,0
neglected,1,0
neglecter,1,0
neglecters,1,0
neglectful,1,0
neglectfully,1,0
neglectfulness,1,0
neglecting,1,0
neglects,1,0
nerd,1,0
nerdier,1,0
nerdiest,1,0
nerdish,1,0
nerdy,1,0
nerves,1,0
nervous,1,0
nervously,1,0
nervousness,1,0
neurotic,1,0
neurotically,1,0
neuroticism,1,0
neurotics,1,0
nice,1,0
nicely,1,0
niceness,1,0
nicenesses,1,0
nicer,1,0
nicest,1,0
niceties,1,0
nicety,1,0
nifty,1,0
niggas,1,0
nigger,1,0
no,1,0
noble,1,0
noisy,1,0
nonsense,1,0
noob,1,0
nosey,1,0
notorious,1,0
novel,1,0
numb,1,0
numbat,1,0
numbed,1,0
number,1,0
numberable,1,0
numbest,1,0
numbfish,1,0
numbfishes,1,0
numbing,1,0
numbingly,1,0
numbles,1,0
numbly,1,0
numbness,1,0
numbs,1,0
numbskull,1,0
numbskulls,1,0
nurtural,1,0
nurturance,1,0
nurturances,1,0
nurturant,1,0
nurture,1,0
nurtured,1,0
nurturer,1,0
nurturers,1,0
nurtures,1,0
nurturing,1,0
nuts,1,0
obsess,1,0
obsessed,1,0
obsesses,1,0
obsessing,1,0
obsession,1,0
obsessional,1,0
obsessionally,1,0
obsessions,1,0
obsessive,1,0
obsessively,1,0
obsessiveness,1,0
obsessives,1,0
obsolete,1,0
obstacle,1,0
obstacles,1,0
obstinate,1,0
odd,1,0
offence,1,0
offences,1,0
offend,1,0
offended,1,0
offender,1,0
offenders,1,0
offending,1,0
offends,1,0
offense,1,0
offenseless,1,0
offenses,1,0
offensive,1,0
offensively,1,0
offensiveness,1,0
offensives,1,0
offline,1,0
okay,0,1
okays,0,1
ominous,0,1
once-in-a-lifetime,0,1
openness,0,1
opportune,0,1
opportunely,0,1
opportuneness,0,1
opportunism,0,1
opportunisms,0,1
opportunist,0,1
opportunistic,0,1
opportunistically,0,1
opportunists,0,1
opportunities,0,1
opportunity,0,1
oppressed,0,1
oppressive,0,1
optimal,0,1
optimality,0,1
optimally,0,1
optimisation,0,1
optimisations,0,1
optimise,0,1
optimised,0,1
optimises,0,1
optimising,0,1
optimism,0,1
optimisms,0,1
optimist,0,1
optimistic,0,1
optimistically,0,1
optimists,0,1
optimization,0,1
optimizations,0,1
optimize,0,1
optimized,0,1
optimizer,0,1
optimizers,0,1
optimizes,0,1
optimizing,0,1
optionless,0,1
original,0,1
outcry,0,1
outgoing,0,1
outmaneuvered,0,1
outrage,0,1
outraged,0,1
outrageous,0,1
outrageously,0,1
outrageousness,0,1
outrageousnesses,0,1
outrages,0,1
outraging,0,1
outreach,0,1
outstanding,0,1
overjoyed,0,1
overload,0,1
overlooked,0,1
overreact,0,1
overreacted,0,1
overreaction,0,1
overreacts,0,1
oversell,0,1
overselling,0,1
oversells,0,1
oversimplification,0,1
oversimplifies,0,1
oversimplify,0,1
overstatement,0,1
overstatements,0,1
overweight,0,1
overwhelm,0,1
overwhelmed,0,1
overwhelmingly,0,1
overwhelms,0,1
oxymoron,0,1
pain,1,0
pained,1,0
painful,1,0
painfuller,1,0
painfully,1,0
painfulness,1,0
paining,1,0
painless,1,0
painlessly,1,0
painlessness,1,0
pains,1,0
palatable,1,0
palatableness,1,0
palatably,1,0
panic,1,0
panicked,1,0
panicking,1,0
panicky,1,0
panicle,1,0
panicled,1,0
panicles,1,0
panics,1,0
paniculate,1,0
panicums,1,0
paradise,1,0
paradox,1,0
paranoia,1,0
paranoiac,1,0
paranoiacs,1,0
paranoias,1,0
paranoid,1,0
paranoids,1,0
pardon,0,1
pardoned,0,1
pardoning,0,1
pardons,0,1
parley,0,1
partied,0,1
partier,0,1
partiers,0,1
parties,0,1
party,0,1
partyer,0,1
partyers,0,1
partying,0,1
passion,0,1
passional,0,1
passionate,0,1
passionately,0,1
passionateness,0,1
passionflower,0,1
passionflowers,0,1
passionless,0,1
passions,0,1
passive,0,1
passively,0,1
pathetic,0,1
pathetical,0,1
pathetically,0,1
pay,0,1
peace,0,1
peaceable,0,1
peaceableness,0,1
peaceably,0,1
peaceful,0,1
peacefuller,0,1
peacefullest,0,1
peacefully,0,1
peacefulness,0,1
peacekeeper,0,1
peacekeepers,0,1
peacekeeping,0,1
peacekeepings,0,1
peacemaker,0,1
peacemakers,0,1
peacemaking,0,1
peacenik,0,1
peaceniks,0,1
peaces,0,1
peacetime,0,1
peacetimes,0,1
peculiar,0,1
peculiarities,0,1
peculiarity,0,1
peculiarly,0,1
penalty,0,1
pensive,0,1
perfect,0,1
perfecta,0,1
perfectas,0,1
perfected,0,1
perfecter,0,1
perfecters,0,1
perfectest,0,1
perfectibilities,0,1
perfectibility,0,1
perfectible,0,1
perfecting,0,1
perfection,0,1
perfectionism,0,1
perfectionist,0,1
perfectionistic,0,1
perfectionists,0,1
perfections,0,1
perfective,0,1
perfectively,0,1
perfectiveness,0,1
perfectives,0,1
perfectivity,0,1
perfectly,0,1
perfectness,0,1
perfecto,0,1
perfects,0,1
persecutes,1,0
persecuting,1,0
perturbed,1,0
perverse,1,0
perversely,1,0
perverseness,1,0
perversenesses,1,0
perversion,1,0
perversions,1,0
perversities,1,0
perversity,1,0
perversive,1,0
pervert,1,0
perverted,1,0
pervertedly,1,0
pervertedness,1,0
perverter,1,0
perverters,1,0
perverting,1,0
perverts,1,0
pesky,1,0
pessimism,1,0
pessimisms,1,0
pessimist,1,0
pessimistic,1,0
pessimistically,1,0
pessimists,1,0
petrifaction,1,0
petrifactions,1,0
petrification,1,0
petrifications,1,0
petrified,1,0
petrifies,1,0
petrify,1,0
petrifying,1,0
pettier,1,0
pettiest,1,0
petty,1,0
phobia,1,0
phobias,1,0
phobic,1,0
phobics,1,0
picturesque,1,0
pileup,1,0
pique,1,0
piqued,1,0
piss,1,0
pissant,1,0
pissants,1,0
pissed,1,0
pisser,1,0
pissers,1,0
pisses,1,0
pissing,1,0
pissoir,1,0
piteous,1,0
pitiable,1,0
pitiableness,1,0
pitiably,1,0
pitied,1,0
pitier,1,0
pitiers,1,0
pities,1,0
pitiful,1,0
pitifuller,1,0
pitifullest,1,0
pitifully,1,0
pitifulness,1,0
pitiless,1,0
pitilessly,1,0
pitilessness,1,0
pity,1,0
pitying,1,0
pityingly,1,0
pityriasis,1,0
play,0,1
played,0,1
playful,0,1
playfully,0,1
playfulness,0,1
playing,0,1
plays,0,1
pleasant,0,1
pleasanter,0,1
pleasantest,0,1
pleasantly,0,1
pleasantness,0,1
pleasantnesses,0,1
pleasantries,0,1
pleasantry,0,1
please,0,1
pleased,0,1
pleaser,0,1
pleasers,0,1
pleases,0,1
pleasing,0,1
pleasurability,0,1
pleasurable,0,1
pleasurableness,0,1
pleasurably,0,1
pleasure,0,1
pleasured,0,1
pleasureless,0,1
pleasures,0,1
pleasuring,0,1
poised,1,0
poison,1,0
poisoned,1,0
poisoner,1,0
poisoners,1,0
poisoning,1,0
poisonings,1,0
poisonous,1,0
poisonously,1,0
poisons,1,0
poisonwood,1,0
pollute,1,0
polluted,1,0
polluter,1,0
polluters,1,0
pollutes,1,0
poor,1,0
poorer,1,0
poorest,1,0
popular,0,1
popularise,0,1
popularised,0,1
popularises,0,1
popularising,0,1
popularities,0,1
popularity,0,1
popularization,0,1
popularizations,0,1
popularize,0,1
popularized,0,1
popularizer,0,1
popularizers,0,1
popularizes,0,1
popularizing,0,1
popularly,0,1
positive,0,1
positively,0,1
positiveness,0,1
positivenesses,0,1
positiver,0,1
positives,0,1
positivest,0,1
positivism,0,1
positivisms,0,1
positivist,0,1
positivistic,0,1
positivists,0,1
positivities,0,1
positivity,0,1
possessive,1,0
postpone,1,0
postponed,1,0
postpones,1,0
postponing,1,0
poverty,1,0
powerful,1,0
powerless,1,0
praise,0,1
praised,0,1
praiser,0,1
praisers,0,1
praises,0,1
praiseworthily,0,1
praiseworthiness,0,1
praiseworthy,0,1
praising,0,1
pray,0,1
praying,0,1
prays,0,1
prblm,0,1
prblms,0,1
precious,0,1
preciously,0,1
preciousness,0,1
prejudice,0,1
prejudiced,0,1
prejudices,0,1
prejudicial,0,1
prejudicially,0,1
prejudicialness,0,1
prejudicing,0,1
prepared,0,1
pressure,1,0
pressured,1,0
pressureless,1,0
pressures,1,0
pressuring,1,0
pressurise,1,0
pressurised,1,0
pressurises,1,0
pressurising,1,0
pressurizations,1,0
pressurize,1,0
pressurized,1,0
pressurizer,1,0
pressurizers,1,0
pressurizes,1,0
pressurizing,1,0
pretend,1,0
pretending,1,0
pretends,1,0
prettied,0,1
prettier,0,1
pretties,0,1
prettiest,0,1
pretty,0,1
prevent,0,1
prevented,0,1
preventing,0,1
prevents,0,1
prick,1,0
pricked,1,0
pricker,1,0
prickers,1,0
pricket,1,0
prickets,1,0
pricking,1,0
prickle,1,0
prickled,1,0
prickles,1,0
pricklier,1,0
prickliest,1,0
prickliness,1,0
prickling,1,0
prickly,1,0
pricks,1,0
pricky,1,0
pride,1,0
prison,1,0
prisoner,1,0
prisoners,1,0
privilege,1,0
privileged,1,0
privileges,1,0
privileging,1,0
prize,1,0
prized,1,0
prizefight,1,0
prizefighter,1,0
prizefighters,1,0
prizefighting,1,0
prizefights,1,0
prizer,0,1
prizers,0,1
prizes,0,1
prizewinner,0,1
prizewinners,0,1
prizewinning,0,1
proactive,0,1
problem,1,0
problematic,1,0
problematical,1,0
problematically,1,0
problematics,1,0
problems,1,0
profit,1,0
profitabilities,1,0
profitability,1,0
profitable,1,0
profitableness,1,0
profitably,1,0
profited,1,0
profiteer,1,0
profiteered,1,0
profiteering,1,0
profiteers,1,0
profiter,1,0
profiterole,1,0
profiteroles,1,0
profiting,1,0
profitless,1,0
profits,1,0
profitwise,1,0
progress,1,0
prominent,1,0
promiscuities,1,0
promiscuity,1,0
promiscuous,1,0
promiscuously,1,0
promiscuousness,1,0
promise,1,0
promised,1,0
promisee,1,0
promisees,1,0
promiser,1,0
promisers,1,0
promises,1,0
promising,1,0
promisingly,1,0
promisor,1,0
promisors,1,0
promissory,1,0
promote,1,0
promoted,1,0
promotes,1,0
promoting,1,0
propaganda,1,0
prosecute,1,0
prosecuted,1,0
prosecutes,1,0
prosecution,1,0
prospect,1,0
prospects,1,0
prosperous,1,0
protect,1,0
protected,1,0
protects,1,0
protest,1,0
protested,1,0
protesters,1,0
protesting,1,0
protests,1,0
proud,1,0
prouder,1,0
proudest,1,0
proudful,1,0
proudhearted,1,0
proudly,1,0
provoke,1,0
provoked,1,0
provokes,1,0
provoking,1,0
pseudoscience,1,0
puke,1,0
puked,1,0
pukes,1,0
puking,1,0
pukka,1,0
punish,1,0
punishabilities,1,0
punishability,1,0
punishable,1,0
punished,1,0
punisher,1,0
punishers,1,0
punishes,1,0
punishing,1,0
punishment,1,0
punishments,1,0
punitive,1,0
pushy,1,0
puzzled,1,0
quaking,1,0
questionable,1,0
questioned,1,0
questioning,1,0
racism,1,0
racist,1,0
racists,1,0
radian,1,0
radiance,1,0
radiances,1,0
radiancies,1,0
radiancy,0,1
radians,0,1
radiant,0,1
radiantly,0,1
radiants,0,1
rage,1,0
raged,1,0
ragee,1,0
rageful,1,0
rages,1,0
raging,1,0
rainy,1,0
rancid,1,0
rancidity,1,0
rancidly,1,0
rancidness,1,0
rancidnesses,1,0
rant,1,0
ranter,1,0
ranters,1,0
rants,1,0
rape,1,0
raped,1,0
raper,1,0
rapers,1,0
rapes,1,0
rapeseeds,1,0
raping,1,0
rapist,1,0
rapists,1,0
rapture,1,0
raptured,1,0
raptures,1,0
rapturous,1,0
rash,1,0
ratified,1,0
reach,0,1
reached,0,1
reaches,0,1
reaching,0,1
readiness,0,1
ready,0,1
reassurance,0,1
reassurances,0,1
reassure,0,1
reassured,0,1
reassures,0,1
reassuring,0,1
reassuringly,0,1
rebel,1,0
rebeldom,1,0
rebelled,1,0
rebelling,1,0
rebellion,1,0
rebellions,1,0
rebellious,1,0
rebelliously,1,0
rebelliousness,1,0
rebels,1,0
recession,1,0
reckless,1,0
recommend,1,0
recommended,1,0
recommends,1,0
redeemed,1,0
reek,1,0
reeked,1,0
reeker,1,0
reekers,1,0
reeking,1,0
refuse,1,0
refused,1,0
refusing,1,0
regret,1,0
regretful,1,0
regretfully,1,0
regretfulness,1,0
regrets,1,0
regrettable,1,0
regrettably,1,0
regretted,1,0
regretter,1,0
regretters,1,0
regretting,1,0
reinvigorate,1,0
reinvigorated,1,0
reinvigorates,1,0
reinvigorating,1,0
reinvigoration,1,0
reject,1,0
rejected,1,0
rejectee,1,0
rejectees,1,0
rejecter,1,0
rejecters,1,0
rejecting,1,0
rejectingly,1,0
rejection,1,0
rejections,1,0
rejective,1,0
rejector,1,0
rejects,1,0
rejoice,0,1
rejoiced,0,1
rejoices,0,1
rejoicing,0,1
relax,0,1
relaxant,0,1
relaxants,0,1
relaxation,0,1
relaxations,0,1
relaxed,0,1
relaxedly,0,1
relaxedness,0,1
relaxer,0,1
relaxers,0,1
relaxes,0,1
relaxin,0,1
relaxing,0,1
relaxins,0,1
relentless,0,1
reliant,0,1
relief,0,1
reliefs,0,1
relievable,0,1
relieve,0,1
relieved,0,1
relievedly,0,1
reliever,0,1
relievers,0,1
relieves,0,1
relieving,0,1
relievo,0,1
relishing,0,1
reluctance,0,1
reluctancy,0,1
reluctant,0,1
reluctantly,0,1
remarkable,0,1
remorse,0,1
remorseful,0,1
remorsefully,0,1
remorsefulness,0,1
remorseless,0,1
remorselessly,0,1
remorselessness,0,1
repetitive,0,1
repress,0,1
repressed,0,1
represses,0,1
repressible,0,1
repressing,0,1
repression,0,1
repressions,0,1
repressive,0,1
repressively,0,1
repressiveness,0,1
repressor,0,1
repressors,0,1
repressurize,0,1
repressurized,0,1
repressurizes,0,1
repressurizing,0,1
repulse,0,1
repulsed,0,1
rescue,0,1
rescued,0,1
rescues,0,1
resent,1,0
resented,1,0
resentence,1,0
resentenced,1,0
resentences,1,0
resentencing,1,0
resentful,1,0
resentfully,1,0
resentfulness,1,0
resenting,1,0
resentment,1,0
resentments,1,0
resents,1,0
resign,1,0
resignation,1,0
resignations,1,0
resigned,1,0
resignedly,1,0
resignedness,1,0
resigner,1,0
resigners,1,0
resigning,1,0
resigns,1,0
resolute,1,0
resolvable,1,0
resolve,1,0
resolved,1,0
resolvent,1,0
resolvents,1,0
resolver,1,0
resolvers,1,0
resolves,1,0
resolving,1,0
respect,1,0
respectabilities,1,0
respectability,1,0
respectable,1,0
respectableness,1,0
respectably,1,0
respected,1,0
respecter,1,0
respecters,1,0
respectful,1,0
respectfully,1,0
respectfulness,1,0
respectfulnesses,1,0
respecting,1,0
respective,1,0
respectively,1,0
respectiveness,1,0
respects,1,0
responsible,1,0
responsive,1,0
restful,1,0
restless,1,0
restlessly,1,0
restlessness,1,0
restore,1,0
restored,1,0
restores,1,0
restoring,1,0
restrict,1,0
restricted,1,0
restricting,1,0
restriction,1,0
restricts,1,0
retained,1,0
retard,1,0
retarded,1,0
retreat,1,0
revenge,1,0
revenged,1,0
revengeful,1,0
revengefully,1,0
revengefulness,1,0
revenger,1,0
revengers,1,0
revenges,1,0
revered,1,0
revive,1,0
revives,1,0
