Word,Negative,Positive
reward,1,0
rewardable,1,0
rewarded,1,0
rewarder,1,0
rewarders,1,0
rewarding,1,0
rewardingly,1,0
rewards,1,0
rich,1,0
richened,1,0
richening,1,0
richens,1,0
richer,1,0
riches,1,0
richest,1,0
richly,1,0
richness,1,0
richnesses,1,0
richweed,1,0
richweeds,1,0
ridicule,0,1
ridiculed,0,1
ridiculer,0,1
ridiculers,0,1
ridicules,0,1
ridiculing,0,1
ridiculous,0,1
ridiculously,0,1
ridiculousness,0,1
ridiculousnesses,0,1
rig,1,0
rigged,1,0
rigid,1,0
rigidification,1,0
rigidifications,1,0
rigidified,1,0
rigidifies,1,0
rigidify,1,0
rigidities,1,0
rigidity,1,0
rigidly,1,0
rigidness,1,0
rigorous,1,0
rigorously,1,0
riot,1,0
riots,1,0
risk,1,0
risked,1,0
risker,1,0
riskier,1,0
riskiest,1,0
riskily,1,0
riskiness,1,0
riskinesses,1,0
risking,1,0
riskless,1,0
risks,1,0
risky,1,0
rob,1,0
robber,1,0
robed,1,0
robing,1,0
robs,1,0
robust,1,0
roflcopter,1,0
romance,0,1
romanced,0,1
romancer,0,1
romancers,0,1
romances,0,1
romancing,0,1
romantic,0,1
romantically,0,1
romanticise,0,1
romanticised,0,1
romanticises,0,1
romanticising,0,1
romanticism,0,1
romanticisms,0,1
romanticist,0,1
romanticists,0,1
romanticization,0,1
romanticizations,0,1
romanticize,0,1
romanticized,0,1
romanticizes,0,1
romanticizing,0,1
romantics,0,1
rotten,1,0
rude,1,0
rudely,1,0
rudeness,1,0
ruder,1,0
ruderal,1,0
ruderals,1,0
rudesby,1,0
rudest,1,0
ruin,1,0
ruinable,1,0
ruinate,1,0
ruinated,1,0
ruinates,1,0
ruinating,1,0
ruination,1,0
ruinations,1,0
ruined,1,0
ruiner,1,0
ruing,1,0
ruining,1,0
ruinous,1,0
ruinously,1,0
ruinousness,1,0
ruins,1,0
sabotage,1,0
sad,1,0
sadden,1,0
saddened,1,0
saddening,1,0
saddens,1,0
sadder,1,0
saddest,1,0
sadly,1,0
sadness,1,0
safe,0,1
safecracker,0,1
safecrackers,0,1
safecracking,0,1
safecrackings,0,1
safeguard,0,1
safeguarded,0,1
safeguarding,0,1
safeguards,0,1
safekeeping,0,1
safelight,0,1
safelights,0,1
safely,0,1
safeness,0,1
safer,0,1
safes,0,1
safest,0,1
safeties,0,1
safety,0,1
safetyman,0,1
salient,0,1
sappy,0,1
sarcasm,0,1
sarcasms,0,1
sarcastic,0,1
sarcastically,0,1
satisfaction,0,1
satisfactions,0,1
satisfactorily,0,1
satisfactoriness,0,1
satisfactory,0,1
satisfiable,0,1
satisfied,0,1
satisfies,0,1
satisfy,0,1
satisfying,0,1
satisfyingly,0,1
savage,1,0
savaged,1,0
savagely,1,0
savageness,1,0
savagenesses,1,0
savageries,1,0
savagery,1,0
savages,1,0
save,0,1
saved,0,1
scam,1,0
scams,1,0
scandal,1,0
scandalous,1,0
scandals,1,0
scapegoat,1,0
scapegoats,1,0
scare,1,0
scarecrow,1,0
scarecrows,1,0
scared,1,0
scaremonger,1,0
scaremongers,1,0
scarer,1,0
scarers,1,0
scares,1,0
scarey,1,0
scaring,1,0
scary,1,0
sceptic,1,0
sceptical,1,0
scepticism,1,0
sceptics,1,0
scold,1,0
scoop,1,0
scorn,1,0
scornful,1,0
scream,1,0
screamed,1,0
screamers,1,0
screaming,1,0
screams,1,0
screw,1,0
screwball,1,0
screwballs,1,0
screwbean,1,0
screwdriver,1,0
screwdrivers,1,0
screwed,1,0
screwed,1,0
screwer,1,0
screwers,1,0
screwier,1,0
screwiest,1,0
screwiness,1,0
screwing,1,0
screwlike,1,0
screws,1,0
screwup,1,0
screwups,1,0
screwworm,1,0
screwworms,1,0
screwy,1,0
scrumptious,1,0
scrumptiously,1,0
scumbag,1,0
secure,0,1
secured,0,1
securely,0,1
securement,0,1
secureness,0,1
securer,0,1
securers,0,1
secures,0,1
securest,0,1
securing,0,1
securities,0,1
securitization,0,1
securitizations,0,1
securitize,0,1
securitized,0,1
securitizes,0,1
securitizing,0,1
security,0,1
sedition,0,1
seditious,0,1
seduced,0,1
self-confident,0,1
selfish,0,1
selfishly,0,1
selfishness,0,1
selfishnesses,0,1
sentence,0,1
sentenced,0,1
sentences,0,1
sentencing,0,1
sentimental,0,1
sentimentalise,0,1
sentimentalised,0,1
sentimentalising,0,1
sentimentalism,0,1
sentimentalisms,0,1
sentimentalist,0,1
sentimentalists,0,1
sentimentalities,0,1
sentimentality,0,1
sentimentalization,0,1
sentimentalizations,0,1
sentimentalize,0,1
sentimentalized,0,1
sentimentalizes,0,1
sentimentalizing,0,1
sentimentally,0,1
serene,0,1
serious,0,1
seriously,0,1
seriousness,0,1
severe,0,1
severed,0,1
severely,0,1
severeness,0,1
severer,0,1
severest,0,1
sexy,0,1
shake,0,1
shakeable,0,1
shakedown,0,1
shakedowns,0,1
shaken,0,1
shakeout,0,1
shakeouts,0,1
shakers,0,1
shakeup,0,1
shakeups,0,1
shakier,0,1
shakiest,0,1
shakily,0,1
shakiness,0,1
shaking,0,1
shaky,0,1
shame,0,1
shamed,0,1
shamefaced,0,1
shamefacedly,0,1
shamefacedness,0,1
shamefast,0,1
shameful,0,1
shamefully,0,1
shamefulness,0,1
shamefulnesses,0,1
shameless,0,1
shamelessly,0,1
shamelessness,0,1
shamelessnesses,0,1
shames,0,1
share,0,1
shared,0,1
shares,0,1
sharing,0,1
shattered,0,1
shit,1,0
shitake,1,0
shitakes,1,0
shithead,1,0
shitheads,1,0
shits,1,0
shittah,1,0
shitted,1,0
shittier,1,0
shittiest,1,0
shittim,1,0
shittimwood,1,0
shitting,1,0
shitty,1,0
shock,1,0
shockable,1,0
shocked,1,0
shocker,1,0
shockers,1,0
shocking,1,0
shockingly,1,0
shockproof,1,0
shocks,1,0
shook,1,0
shoot,1,0
short-sighted,1,0
short-sightedness,1,0
shortage,1,0
shortages,1,0
shrew,1,0
shy,0,1
shyer,0,1
shying,0,1
shylock,0,1
shylocked,0,1
shylocking,0,1
shylocks,0,1
shyly,0,1
shyness,0,1
shynesses,0,1
shyster,0,1
shysters,0,1
sick,1,0
sicken,1,0
sickened,1,0
sickener,1,0
sickeners,1,0
sickening,1,0
sickeningly,1,0
sickens,1,0
sigh,1,0
significance,1,0
significant,1,0
silencing,1,0
sillibub,1,0
sillier,0,1
sillies,0,1
silliest,0,1
sillily,0,1
sillimanite,0,1
sillimanites,0,1
silliness,0,1
sillinesses,0,1
silly,0,1
sin,0,1
sincere,0,1
sincerely,0,1
sincereness,0,1
sincerer,0,1
sincerest,0,1
sincerities,0,1
sinful,1,0
singleminded,1,0
sinister,1,0
sins,1,0
skeptic,1,0
skeptical,1,0
skeptically,1,0
skepticism,1,0
skepticisms,1,0
skeptics,1,0
slam,1,0
slash,0,1
slashed,0,1
slashes,0,1
slashing,0,1
slavery,1,0
sleeplessness,1,0
slicker,1,0
slickest,1,0
sluggish,1,0
slut,1,0
sluts,1,0
sluttier,1,0
sluttiest,1,0
sluttish,1,0
sluttishly,1,0
sluttishness,1,0
sluttishnesses,1,0
slutty,1,0
smart,0,1
smartass,0,1
smartasses,0,1
smarted,0,1
smarten,0,1
smartened,0,1
smartening,0,1
smartens,0,1
smarter,0,1
smartest,0,1
smartie,0,1
smarties,0,1
smarting,0,1
smartly,0,1
smartness,0,1
smartnesses,0,1
smarts,0,1
smartweed,0,1
smartweeds,0,1
smarty,0,1
smear,0,1
smilax,0,1
smilaxes,0,1
smile,0,1
smiled,0,1
smileless,0,1
smiler,0,1
smiles,0,1
smiley,0,1
smileys,0,1
smiling,0,1
smilingly,0,1
smog,0,1
smother,0,1
smothered,0,1
smothering,0,1
smothers,0,1
smothery,0,1
smug,1,0
smugger,1,0
smuggest,1,0
smuggle,1,0
smuggled,1,0
smuggler,1,0
smugglers,1,0
smuggles,1,0
smuggling,1,0
smugly,1,0
smugness,1,0
smugnesses,1,0
sneaky,1,0
snob,1,0
snobbery,1,0
snobbier,1,0
snobbiest,1,0
snobbily,1,0
snobbish,1,0
snobbishly,1,0
snobbishness,1,0
snobbishnesses,1,0
snobbism,1,0
snobbisms,1,0
snobby,1,0
snobs,1,0
snub,1,0
snubbed,1,0
snubbing,1,0
snubs,1,0
sob,1,0
sobbed,1,0
sobbing,1,0
sobering,1,0
sobs,1,0
sociabilities,1,0
sociability,1,0
sociable,1,0
sociableness,1,0
sociably,1,0
sok,1,0
solemn,0,1
solemnified,0,1
solemnifies,0,1
solemnify,0,1
solemnifying,0,1
solemnities,0,1
solemnity,0,1
solemnization,0,1
solemnize,0,1
solemnized,0,1
solemnizes,0,1
solemnizing,0,1
solemnly,0,1
solid,0,1
solidarity,0,1
solution,0,1
solutions,0,1
solve,0,1
solved,0,1
solves,0,1
solving,0,1
somber,0,1
son-of-a-bitch,0,1
soothe,0,1
soothed,0,1
soothing,0,1
sophisticated,0,1
sore,0,1
sorrow,1,0
sorrowed,1,0
sorrower,1,0
sorrowful,1,0
sorrowfully,1,0
sorrowfulness,1,0
sorrowing,1,0
sorrows,1,0
sorry,1,0
soulmate,1,0
spam,1,0
spammer,1,0
spammers,1,0
spamming,1,0
spark,0,1
sparkle,0,1
sparkles,0,1
sparkling,0,1
special,0,1
speculative,0,1
spirit,0,1
spirited,0,1
spiritless,0,1
spite,0,1
spited,0,1
spiteful,0,1
spitefully,0,1
spitefulness,0,1
spitefulnesses,0,1
spites,0,1
splendent,0,1
splendid,0,1
splendidly,0,1
splendidness,0,1
splendiferous,0,1
splendiferously,0,1
splendiferousness,0,1
splendor,0,1
splendorous,0,1
splendors,0,1
splendour,0,1
splendours,0,1
splendrous,0,1
sprightly,0,1
squelched,0,1
stab,1,0
stabbed,1,0
stable,1,0
stabs,1,0
stall,1,0
stalled,1,0
stalling,1,0
stamina,1,0
stammer,1,0
stammered,1,0
stammerer,1,0
stammerers,1,0
stammering,1,0
stammers,1,0
stampede,1,0
stank,1,0
startle,1,0
startled,1,0
startlement,1,0
startlements,1,0
startler,1,0
startlers,1,0
startles,1,0
startling,1,0
startlingly,1,0
starve,1,0
starved,1,0
starves,1,0
starving,1,0
steadfast,1,0
steal,1,0
stealable,1,0
stealer,1,0
stealers,1,0
stealing,1,0
stealings,1,0
steals,1,0
stealth,0,1
stealthier,0,1
stealthiest,0,1
stealthily,0,1
stealthiness,0,1
stealths,0,1
stealthy,0,1
stench,0,1
stenches,0,1
stenchful,0,1
stenchy,0,1
stereotype,0,1
stereotyped,0,1
stifled,0,1
stimulate,0,1
stimulated,0,1
stimulates,0,1
stimulating,0,1
stingy,1,0
stink,1,0
stinkard,1,0
stinkards,1,0
stinkbug,1,0
stinkbugs,1,0
stinker,1,0
stinkers,1,0
stinkhorn,1,0
stinkhorns,1,0
stinkier,1,0
stinkiest,1,0
stinking,1,0
stinkingly,1,0
stinko,1,0
stinkpot,1,0
stinkpots,1,0
stinks,1,0
stinkweed,1,0
stinkwood,1,0
stinky,1,0
stolen,1,0
stop,1,0
stopped,1,0
stopping,1,0
stops,1,0
stout,1,0
straight,1,0
strain,1,0
strained,1,0
strainer,1,0
strainers,1,0
straining,1,0
strains,1,0
strange,1,0
strangely,1,0
strangled,1,0
strength,1,0
strengthen,1,0
strengthened,1,0
strengthener,1,0
strengtheners,1,0
strengthening,1,0
strengthens,1,0
strengths,1,0
stress,1,0
stressed,1,0
stresses,1,0
stressful,1,0
stressfully,1,0
stressing,1,0
stressless,1,0
stresslessness,1,0
stressor,1,0
stressors,1,0
stricken,1,0
strike,1,0
strikers,1,0
strikes,1,0
strong,0,1
strongbox,0,1
strongboxes,0,1
stronger,0,1
strongest,0,1
stronghold,0,1
strongholds,0,1
strongish,0,1
strongly,0,1
strongman,0,1
strongmen,0,1
strongyl,0,1
strongyles,0,1
strongyloidosis,0,1
strongyls,0,1
struck,0,1
struggle,0,1
struggled,0,1
struggler,0,1
strugglers,0,1
struggles,0,1
struggling,0,1
stubborn,0,1
stubborner,0,1
stubbornest,0,1
stubbornly,0,1
stubbornness,0,1
stubbornnesses,0,1
stuck,0,1
stunk,0,1
stunned,0,1
stunning,0,1
stuns,0,1
stupid,1,0
stupider,1,0
stupidest,1,0
stupidities,1,0
stupidity,1,0
stupidly,1,0
stupidness,1,0
stupidnesses,1,0
stupids,1,0
stutter,1,0
stuttered,1,0
stutterer,1,0
stutterers,1,0
stuttering,1,0
stutters,1,0
suave,1,0
submissive,1,0
submissively,1,0
submissiveness,1,0
substantial,1,0
subversive,1,0
succeed,0,1
succeeded,0,1
succeeder,0,1
succeeders,0,1
succeeding,0,1
succeeds,0,1
success,0,1
successes,0,1
successful,0,1
successfully,0,1
successfulness,0,1
succession,0,1
successional,0,1
successionally,0,1
successions,0,1
successive,0,1
successively,0,1
successiveness,0,1
successor,0,1
successors,0,1
suck,1,0
sucked,1,0
sucker,1,0
suckered,1,0
suckering,1,0
suckers,1,0
sucks,1,0
sucky,1,0
suffer,1,0
suffered,1,0
sufferer,1,0
sufferers,1,0
suffering,1,0
suffers,1,0
suicidal,1,0
suicide,1,0
suing,1,0
sulking,1,0
sulky,1,0
sunny,0,1
sunshine,0,1
sunshiny,0,1
super,0,1
superb,0,1
superior,0,1
superiorities,0,1
superiority,0,1
superiorly,0,1
superiors,0,1
support,0,1
supported,0,1
supporter,0,1
supporters,0,1
supporting,0,1
supportive,0,1
supportiveness,0,1
supports,0,1
sure,0,1
surefire,0,1
surefooted,0,1
surefootedly,0,1
surefootedness,0,1
surely,0,1
sureness,0,1
surer,0,1
surest,0,1
sureties,0,1
surety,0,1
suretyship,0,1
suretyships,0,1
surprisal,0,1
surprisals,0,1
surprise,0,1
surprised,0,1
surpriser,0,1
surprisers,0,1
surprises,0,1
surprising,0,1
surprisingly,0,1
survived,0,1
surviving,0,1
survivor,0,1
suspect,1,0
suspected,1,0
suspecting,1,0
suspects,1,0
suspend,1,0
suspended,1,0
suspicion,1,0
suspicions,1,0
suspicious,1,0
suspiciously,1,0
suspiciousness,1,0
swear,1,0
swearing,1,0
swears,1,0
sweet,0,1
sweetheart,0,1
sweethearts,0,1
sweetie,0,1
sweeties,0,1
sweetly,0,1
sweetness,0,1
sweets,0,1
sympathetic,0,1
sympathy,0,1
talent,0,1
talented,0,1
talentless,0,1
talents,0,1
tense,1,0
tensed,1,0
tensely,1,0
tenseness,1,0
tenser,1,0
tenses,1,0
tensest,1,0
tensing,1,0
tension,1,0
tensional,1,0
tensioned,1,0
tensioner,1,0
tensioners,1,0
tensioning,1,0
tensionless,1,0
tensions,1,0
terrible,1,0
terribleness,1,0
terriblenesses,1,0
terribly,1,0
terrific,1,0
terrifically,1,0
terrified,1,0
terrifies,1,0
terrify,1,0
terrifying,1,0
terror,1,0
terrorise,1,0
terrorised,1,0
terrorises,1,0
terrorising,1,0
terrorism,1,0
terrorisms,1,0
terrorist,1,0
terroristic,1,0
terrorists,1,0
terrorization,1,0
terrorize,1,0
terrorized,1,0
terrorizes,1,0
terrorizing,1,0
terrorless,1,0
terrors,1,0
thank,0,1
thanked,0,1
thankful,0,1
thankfuller,0,1
thankfullest,0,1
thankfully,0,1
thankfulness,0,1
thanks,0,1
thief,1,s
thieve,1,0
thieved,1,0
thieveries,1,0
thievery,1,0
thieves,1,0
thorny,1,0
thoughtful,0,1
thoughtfully,0,1
thoughtfulness,0,1
thoughtless,0,1
threat,1,0
threaten,1,0
threatened,1,0
threatener,1,0
threateners,1,0
threatening,1,0
threateningly,1,0
threatens,1,0
threating,1,0
threats,1,0
thrill,1,0
thrilled,1,0
thriller,1,0
thrillers,1,0
thrilling,1,0
thrillingly,1,0
thrills,1,0
thwarted,1,0
thwarting,1,0
thwarts,1,0
ticked,1,0
timid,0,1
timider,0,1
timidest,0,1
timidities,0,1
timidity,0,1
timidly,0,1
timidness,0,1
timorous,0,1
tired,0,1
tits,0,1
tolerance,0,1
tolerances,0,1
tolerant,0,1
tolerantly,0,1
toothless,0,1
top,0,1
tops,1,0
torn,1,0
torture,1,0
tortured,1,0
torturer,1,0
torturers,1,0
tortures,1,0
torturing,1,0
torturous,1,0
torturously,1,0
totalitarian,1,0
totalitarianism,1,0
tough,1,0
toughed,1,0
toughen,1,0
toughened,1,0
toughening,1,0
toughens,1,0
tougher,1,0
toughest,1,0
toughie,1,0
toughies,1,0
toughing,1,0
toughish,1,0
toughly,1,0
toughness,1,0
toughnesses,1,0
toughs,1,0
toughy,1,0
tout,1,0
touted,1,0
touting,1,0
touts,1,0
tragedian,1,0
tragedians,1,0
tragedienne,1,0
tragediennes,1,0
tragedies,1,0
tragedy,1,0
tragic,1,0
tragical,1,0
tragically,1,0
tragicomedy,1,0
tragicomic,1,0
tragics,1,0
trap,1,0
trapped,1,0
trauma,1,0
traumas,1,0
traumata,1,0
traumatic,1,0
traumatically,1,0
traumatise,1,0
traumatised,1,0
traumatises,1,0
traumatising,1,0
traumatism,1,0
traumatization,1,0
traumatizations,1,0
traumatize,1,0
traumatized,1,0
traumatizes,1,0
traumatizing,1,0
travesty,1,0
treason,1,0
treasonous,1,0
treasurable,0,1
treasure,0,1
treasured,0,1
treasurer,0,1
treasurers,0,1
treasurership,0,1
treasurerships,0,1
treasures,0,1
treasuries,0,1
treasuring,0,1
treasury,0,1
treat,1,0
tremble,1,0
trembled,1,0
trembler,1,0
tremblers,1,0
trembles,1,0
trembling,1,0
trembly,1,0
tremulous,1,0
trick,1,0
tricked,1,0
tricker,1,0
trickeries,1,0
trickers,1,0
trickery,1,0
trickie,1,0
trickier,1,0
trickiest,1,0
trickily,1,0
trickiness,1,0
trickinesses,1,0
tricking,1,0
trickish,1,0
trickishly,1,0
trickishness,1,0
trickled,1,0
trickledown,1,0
trickles,1,0
trickling,1,0
trickly,1,0
tricks,1,0
tricksier,1,0
tricksiness,1,0
trickster,1,0
tricksters,1,0
tricksy,1,0
tricky,1,0
trite,1,0
triumph,0,1
triumphal,0,1
triumphalisms,0,1
triumphalist,0,1
triumphalists,0,1
triumphant,0,1
triumphantly,0,1
triumphed,0,1
triumphing,0,1
triumphs,0,1
trivial,0,1
trivialise,0,1
trivialised,0,1
trivialises,0,1
trivialising,0,1
trivialities,0,1
triviality,0,1
trivialization,0,1
trivializations,0,1
trivialize,0,1
trivialized,0,1
trivializes,0,1
trivializing,0,1
trivially,0,1
trivium,0,1
trouble,1,0
troubled,1,0
troublemaker,1,0
troublemakers,1,0
troublemaking,1,0
troubler,1,0
troublers,1,0
troubles,1,0
troubleshoot,1,0
troubleshooter,1,0
troubleshooters,1,0
troubleshooting,1,0
troubleshoots,1,0
troublesome,1,0
troublesomely,1,0
troublesomeness,1,0
troubling,1,0
troublous,1,0
troublously,1,0
trueness,0,1
truer,0,1
truest,0,1
truly,0,1
trust,0,1
trustability,0,1
trustable,0,1
trustbuster,0,1
trusted,0,1
trustee,0,1
trustees,0,1
trusteeship,0,1
trusteeships,0,1
truster,0,1
trustful,0,1
trustfully,0,1
trustfulness,0,1
trustier,0,1
trusties,0,1
trustiest,0,1
trustily,0,1
trustiness,0,1
trusting,0,1
trustingly,0,1
trustingness,0,1
trustless,0,1
trustor,0,1
trustors,0,1
trusts,0,1
trustworthily,0,1
trustworthiness,0,1
trustworthy,0,1
trusty,0,1
truth,0,1
truthful,0,1
truthfully,0,1
truthfulness,0,1
truths,0,1
tumor,0,1
turmoil,0,1
uglier,1,0
uglies,1,0
ugliest,1,0
uglification,1,0
uglified,1,0
uglifies,1,0
uglify,1,0
uglifying,1,0
uglily,1,0
ugliness,1,0
uglinesses,1,0
ugly,1,0
unacceptable,1,0
unappreciated,1,0
unapproved,1,0
unattractive,1,0
unaware,1,0
unbelievable,1,0
unbelieving,1,0
unbiased,1,0
uncertain,1,0
uncertainly,1,0
uncertainness,1,0
uncertainties,1,0
uncertainty,1,0
unclear,1,0
uncomfortable,1,0
uncomfortably,1,0
uncompelling,1,0
unconcerned,1,0
unconfirmed,1,0
uncontrollability,1,0
uncontrollable,1,0
uncontrollably,1,0
uncontrolled,1,0
unconvinced,1,0
uncredited,1,0
undecided,1,0
underestimate,1,0
underestimated,1,0
underestimates,1,0
undermine,1,0
undermined,1,0
undermines,1,0
undermining,1,0
undeserving,1,0
undesirable,1,0
unease,1,0
uneasier,1,0
uneasiest,1,0
uneasily,1,0
uneasiness,1,0
uneasinesses,1,0
uneasy,1,0
unemployment,1,0
unequal,1,0
unequaled,1,0
unethical,1,0
unfair,1,0
unfocused,1,0
unfortunate,1,0
unfortunately,1,0
unfortunates,1,0
unfriendly,1,0
unfulfilled,1,0
ungrateful,1,0
ungratefully,1,0
ungratefulness,1,0
unhappier,1,0
unhappiest,1,0
unhappily,1,0
unhappiness,1,0
unhappinesses,1,0
unhappy,1,0
unhealthy,1,0
unified,1,0
unimportant,1,0
unimpressed,1,0
unimpressive,1,0
unintelligent,1,0
uninvolved,1,0
uninvolving,1,0
united,1,0
unjust,1,0
unkind,1,0
unlovable,1,0
unloved,1,0
unlovelier,1,0
unloveliest,1,0
unloveliness,1,0
unlovely,1,0
unloving,1,0
unmatched,1,0
unmotivated,1,0
unpleasant,1,0
unprofessional,1,0
unprotected,1,0
unresearched,1,0
unsatisfied,1,0
unsavory,1,0
unsecured,1,0
unsettled,1,0
unsophisticated,1,0
unstable,1,0
unstoppable,1,0
unsuccessful,1,0
unsuccessfully,1,0
unsupported,1,0
unsure,1,0
unsurely,1,0
untarnished,1,0
unwanted,1,0
unwelcome,1,0
unworthy,1,0
upset,1,0
upsets,1,0
upsetter,1,0
upsetters,1,0
upsetting,1,0
uptight,1,0
uptightness,1,0
urgent,1,0
useful,1,0
usefully,1,0
usefulness,1,0
useless,1,0
uselessly,1,0
uselessness,1,0
vague,0,1
vain,0,1
validate,0,1
validated,0,1
validates,0,1
validating,0,1
valuable,0,1
valuableness,0,1
valuables,0,1
valuably,0,1
value,0,1
valued,0,1
values,0,1
valuing,0,1
vanity,0,1
verdict,0,1
verdicts,0,1
vested,0,1
vexation,0,1
vexing,0,1
vibrant,0,1
vicious,0,1
viciously,0,1
viciousness,0,1
viciousnesses,0,1
victim,1,0
victimhood,1,0
victimhoods,1,0
victimise,1,0
victimised,1,0
victimises,1,0
victimising,1,0
victimization,1,0
victimizations,1,0
victimize,1,0
victimized,1,0
victimizer,1,0
victimizers,1,0
victimizes,1,0
victimizing,1,0
victimless,1,0
victimologies,1,0
victimologist,1,0
victimologists,1,0
victimology,1,0
victims,1,0
vigilant,1,0
vigor,1,0
vigorish,1,0
vigorishes,1,0
vigoroso,1,0
vigorously,1,0
vigorousness,1,0
vigors,1,0
vigour,1,0
vigours,1,0
vile,1,0
villain,1,0
villainess,1,0
villainesses,1,0
villainies,1,0
villainous,1,0
villainously,1,0
villainousness,1,0
villains,1,0
villainy,1,0
vindicate,1,0
vindicated,1,0
vindicates,1,0
vindicating,1,0
violate,1,0
violated,1,0
violater,1,0
violaters,1,0
violates,1,0
violating,1,0
violation,1,0
violations,1,0
violative,1,0
violator,1,0
violators,1,0
violence,1,0
violent,1,0
violently,1,0
virtue,1,0
virtueless,1,0
virtues,1,0
virtuosa,1,0
virtuosas,1,0
virtuose,1,0
virtuosi,1,0
virtuosic,1,0
virtuosity,1,0
virtuoso,1,0
virtuosos,1,0
virtuous,1,0
virtuously,1,0
virtuousness,1,0
virulent,1,0
vision,0,1
visionary,0,1
visioning,0,1
visions,0,1
vital,0,1
vitalise,0,1
vitalised,0,1
vitalises,0,1
vitalising,0,1
vitalism,0,1
vitalist,0,1
vitalists,0,1
vitalities,0,1
vitality,0,1
vitalization,0,1
vitalizations,0,1
vitalize,0,1
vitalized,0,1
vitalizes,0,1
vitalizing,0,1
vitally,0,1
vitals,0,1
vitamin,0,1
warm,0,1
warmblooded,0,1
warmed,0,1
warmer,0,1
warmers,0,1
warmest,0,1
warmhearted,0,1
warmheartedness,0,1
warming,0,1
warmish,0,1
warmly,0,1
warmness,0,1
warmonger,0,1
warmongering,0,1
warmongers,0,1
warmouth,0,1
warmouths,0,1
warms,0,1
warmth,0,1
warmup,0,1
warmups,0,1
warn,0,1
warned,0,1
warning,0,1
warnings,0,1
warns,0,1
waste,1,0
wasted,1,0
wasting,1,0
wavering,1,0
weak,1,0
weaken,1,0
weakened,1,0
weakener,1,0
weakeners,1,0
weakening,1,0
weakens,1,0
weaker,1,0
weakest,1,0
weakfish,1,0
weakfishes,1,0
weakhearted,1,0
weakish,1,0
weaklier,1,0
weakliest,1,0
weakling,1,0
weaklings,1,0
weakly,1,0
weakness,1,0
weaknesses,1,0
weakside,1,0
wealth,0,1
wealthier,0,1
wealthiest,0,1
wealthily,0,1
wealthiness,0,1
wealthy,0,1
weepiest,1,0
weeping,1,0
weepings,1,0
weeps,1,0
weepy,1,0
weird,1,0
weirder,1,0
weirdest,1,0
weirdie,1,0
weirdies,1,0
weirdly,1,0
weirdness,1,0
weirdnesses,1,0
weirdo,1,0
weirdoes,1,0
weirdos,1,0
weirds,1,0
weirdy,1,0
welcome,0,1
welcomed,0,1
welcomely,0,1
welcomeness,0,1
welcomer,0,1
welcomers,0,1
welcomes,0,1
welcoming,0,1
well,0,1
welladay,0,1
wellaway,0,1
wellborn,0,1
welldoer,0,1
welldoers,0,1
welled,0,1
wellhead,0,1
wellheads,0,1
wellhole,0,1
wellies,0,1
welling,0,1
wellness,0,1
wells,0,1
wellsite,0,1
wellspring,0,1
wellsprings,0,1
whore,1,0
whored,1,0
whoredom,1,0
whoredoms,1,0
whorehouse,1,0
whorehouses,1,0
whoremaster,1,0
whoremasters,1,0
whoremonger,1,0
whoremongers,1,0
whores,1,0
whoreson,1,0
whoresons,1,0
wicked,1,0
wise,0,1
wiseacre,0,1
wisely,0,1
wiseness,0,1
wisenheimer,0,1
wisenheimers,0,1
wisents,0,1
wiser,0,1
wises,0,1
wisest,0,1
wisewomen,0,1
wish,0,1
wishes,0,1
wishing,0,1
witch,0,1
won,0,1
wonderful,0,1
wonderfully,0,1
wonderfulness,0,1
worried,1,0
worriedly,1,0
worrier,1,0
worriers,1,0
worries,1,0
worriment,1,0
worriments,1,0
worrisome,1,0
worrisomely,1,0
worrisomeness,1,0
worse,1,0
worsen,1,0
worsened,1,0
worsening,1,0
worsens,1,0
worser,1,0
worship,0,1
worshiped,0,1
worshiper,0,1
worshipers,0,1
worshipful,0,1
worshipfully,0,1
worshipfulness,0,1
worshiping,0,1
worshipless,0,1
worshipped,0,1
worshipper,0,1
worshippers,0,1
worshipping,0,1
worships,0,1
worst,1,0
worth,1,0
worthless,1,0
worthwhile,1,0
worthy,0,1
wreck,1,0
wrong,1,0
wronged,1,0
